Chr,Pos,P-val
1,2635762,0.71734
1,2637003,0.90518
1,2654324,0.82387
1,2691624,0.5556
1,2705392,0.81619
1,2715338,0.13902
1,2724688,0.33453
1,2753216,0.50381
1,2755143,0.82178
1,2763102,0.06051
1,2769018,0.17424
1,2778279,0.11948
1,2790162,0.00918
1,2791752,0.21356
1,2796266,0.22059
1,2801896,0.07457
1,2812412,0.42418
1,2825569,0.96473
1,2829751,0.15182
1,2892575,0.5582
1,2915019,0.41142
1,2944680,0.40384
1,3031424,0.11051
1,3033126,0.05569
1,3038334,0.06157
1,3051719,0.52255
1,3071924,0.5219
1,3080035,0.01506
1,3099830,0.26372
1,3128484,0.94617
1,3137444,0.49076
1,3160446,0.95919
1,3162076,0.54425
1,3178447,0.54456
1,3237203,0.36758
1,3251994,0.59695
1,3276003,0.79803
1,3281308,0.45035
1,3290574,0.88571
1,3296361,0.88305
1,3300420,0.84438
1,3312803,0.79496
1,3313958,0.58983
1,3320292,0.60473
1,3323142,0.64926
1,3328987,0.57834
1,3333585,0.56043
1,3336772,0.9857
1,3342559,0.61317
1,3345138,0.69274
1,3355052,0.79116
1,3375794,0.30877
1,3378315,0.32614
1,3382442,0.22804
1,3387651,0.18775
1,3404910,0.42049
1,3415315,0.55637
1,3427220,0.88967
1,3458900,0.32374
1,3518783,0.79803
1,3524524,0.58539
1,3530881,0.34977
1,3548683,0.3368
1,3562237,0.22732
1,3571972,0.89491
1,3574425,0.2883
1,3579099,0.77739
1,3581262,0.72357
1,3582745,0.78041
1,3585591,0.7678
1,3589812,0.81034
1,3593529,0.72345
1,3595146,0.15334
1,3597388,0.75447
1,3605511,0.57676
1,3608479,0.12442
1,3621743,0.15563
1,3629512,0.31047
1,3632583,0.87291
1,3649944,0.41752
1,3655869,0.51588
1,3685509,0.73663
1,3687367,0.16588
1,3689171,0.16091
1,3694704,0.36493
1,3698664,0.97896
1,3734020,0.75029
1,3735682,0.96235
1,3764966,0.21609
1,3766042,0.36711
1,3767728,0.80713
1,3783569,0.77568
1,3788872,0.48559
1,3791530,0.62134
1,3796366,0.26224
1,3799569,0.18659
1,3801245,0.21669
1,3802899,0.18659
1,3804490,0.32837
1,3815743,0.34152
1,3828570,0.78976
1,3829800,0.61358
1,3836502,0.72012
1,3859993,0.51362
1,3861711,0.37263
1,3863726,0.39136
1,3871133,0.76194
1,3875155,0.91058
1,3913764,0.96782
1,3917724,0.77038
1,3926357,0.34771
1,3932050,0.66633
1,3937221,0.68684
1,3947231,0.0971
1,3956145,0.15268
1,3986233,0.62641
1,3994984,0.96516
1,4015639,0.40548
1,4023442,0.3455
1,4030428,0.22196
1,4034488,0.29175
1,4036276,0.34417
1,4040493,0.56507
1,4042298,0.81747
1,4062705,0.34585
1,4067425,0.6556
1,4070365,0.32044
1,4075049,0.65574
1,4078329,0.53169
1,4093842,0.41821
1,4101961,0.33098
1,4105666,0.34721
1,4111294,0.38846
1,4112838,0.58626
1,4117729,0.2455
1,4129901,0.12759
1,4136807,0.82544
1,4140959,0.68926
1,4142416,0.70277
1,4166554,0.57027
1,4208905,0.28189
1,4217710,0.78677
1,4230585,0.89001
1,4235320,0.77802
1,4241138,0.78436
1,4286525,0.62175
1,4289439,0.62086
1,4297976,0.5463
1,4306329,0.694
1,4312808,0.81441
1,4336306,0.79256
1,4346447,0.82087
1,4360884,0.36425
1,4366543,0.15639
1,4374694,0.26422
1,4387206,0.39367
1,4394511,0.03195
1,4408827,0.0454
1,4432428,0.62659
1,4439120,0.4331
1,4442795,0.54396
1,4459620,0.1144
1,4464958,0.28255
1,4467252,0.22024
1,4473179,0.20587
1,4480272,0.97743
1,4482461,0.74172
1,4496361,0.76271
1,4510338,0.9477
1,4536567,0.64287
1,4539492,0.06595
1,4540937,0.20449
1,4554193,0.82087
1,4576595,0.95358
1,4587081,0.60511
1,4600480,0.29622
1,4604586,0.41771
1,4617792,0.36201
1,4637369,0.71454
1,4639482,0.27565
1,4650267,0.83638
1,4656361,0.2768
1,4657790,0.6712
1,4664561,0.45681
1,4676326,0.30279
1,4681959,0.1959
1,4684460,0.58998
1,4716654,0.79662
1,4742194,0.11631
1,4748809,0.0502
1,4762149,0.02349
1,4773298,0.36537
1,4781005,0.81649
1,4789563,0.91817
1,4798023,0.97052
1,4799896,0.90415
1,4830227,0.69667
1,4857737,0.52239
1,4862397,0.3287
1,4863611,0.2074
1,4865275,0.35648
1,4888243,0.17519
1,4895615,0.89902
1,4934180,0.25681
1,4937188,0.2034
1,4948161,0.0913
1,4955131,0.33333
1,4965066,0.11343
1,4976569,0.20079
1,4978353,0.20895
1,4993000,0.15732
1,4997757,0.21495
1,5066554,0.20072
1,5132918,0.14107
1,5137766,0.76926
1,5149033,0.69375
1,5166143,0.27126
1,5181297,0.54804
1,5200744,0.14259
1,5203935,0.65145
1,5206197,0.15943
1,5207243,0.2125
1,5215085,0.12604
1,5219984,0.14395
1,5222865,0.13678
1,5224516,0.16305
1,5251363,0.58912
1,5252546,0.51239
1,5261279,0.72417
1,5265412,0.18421
1,5286729,0.92756
1,5313416,0.50399
1,5338663,0.53606
1,5434257,0.55841
1,5466375,0.67217
1,5568956,0.32838
1,5611496,0.88245
1,5647261,0.94973
1,5729824,0.62885
1,5790654,0.73115
1,5901905,0.56169
1,5949964,0.75437
1,5987459,0.51457
1,6052262,0.77492
1,6106278,0.63153
1,6150550,0.80052
1,6193699,0.84532
1,6285536,0.88279
1,6389953,0.75327
1,6428467,0.94327
1,6512082,0.7658
1,6538586,0.3306
1,6613885,0.38276
1,6637139,0.45386
1,6665846,0.14744
1,6708220,0.88726
1,6738583,0.26823
1,6767604,0.6774
1,6849198,0.08327
1,6917089,0.45466
1,6994835,0.22946
1,7071117,0.78979
1,7097380,0.70659
1,7139371,0.7375
1,7167156,0.967
1,7243107,0.96308
1,7320074,0.93426
1,7374320,0.87684
1,7396867,0.88851
1,7439327,0.37553
1,7477081,0.57135
1,7504231,0.83541
1,7536147,0.70162
1,7572396,0.41248
1,7627267,0.85213
1,7657957,0.76025
1,7687334,0.19672
1,7711214,0.32486
1,7803900,0.45544
1,7845924,0.1726
1,7949304,0.31266
1,7985538,0.53727
1,8029741,0.65263
1,8075001,0.75606
1,8191754,0.5721
1,8285638,0.50987
1,8387058,0.29542
1,8433079,0.37266
1,8533425,0.54623
1,8588978,0.20846
1,8648807,0.21769
1,8687918,0.30736
1,8720452,0.21685
1,8768272,0.16276
1,8797083,0.47322
1,8839942,0.28865
1,8869123,0.21299
1,8892601,0.66972
1,8979855,0.03052
1,9012496,0.65233
1,9062511,0.06087
1,9088305,0.03084
1,9193606,0.2202
1,9219416,0.23518
1,9256932,0.04588
1,9284428,0.07138
1,9313902,0.08939
1,9354998,0.03367
1,9410680,0.03545
1,9489743,0.84056
1,9532415,0.06565
1,9679501,0.16199
1,9707810,0.0728
1,9736511,0.05918
1,9763709,0.08037
1,9822309,0.09501
1,9893154,0.09852
1,9976662,0.08839
1,10015821,0.07428
1,10064358,0.04014
1,10100934,0.04799
1,10123413,0.29525
1,10226830,0.1075
1,10286784,0.04346
1,10323008,0.0341
1,10565577,0.05267
1,10642573,0.58951
1,10689836,0.08965
1,10741865,0.04451
1,10781745,0.07444
1,10813099,0.28086
1,10839867,0.17705
1,10895999,0.89413
1,10981282,0.31914
1,11088014,0.75236
1,11114270,0.90769
1,11166516,0.59435
1,11202606,0.28393
1,11279779,0.51262
1,11302991,0.19109
1,11615072,0.85065
1,11718596,0.84176
1,11872068,0.76627
1,11941473,0.6885
1,11988400,0.66466
1,12260888,0.97768
1,12937837,0.89239
1,13411319,0.99395
1,14138718,0.59695
1,14193902,0.95277
1,14237127,0.59695
1,14460880,0.8377
1,14522196,0.86774
1,14599403,0.59695
1,14664794,0.54569
1,14901290,0.5399
1,15183989,0.68408
1,16863260,0.44845
1,16940732,0.12094
1,17436477,0.04264
1,17495414,0.62605
1,17642372,0.92689
1,17744551,0.19102
1,17900123,0.70714
1,18443259,0.74543
1,19000262,0.70143
1,19044380,0.63146
1,19301492,0.59695
1,19626913,0.95953
1,19710863,0.76096
1,19775307,0.9698
1,19997024,0.19604
1,20305604,0.70879
1,20362413,0.54343
1,20384801,0.74129
1,20785378,0.64021
1,20892406,0.63037
1,21336814,0.83233
1,21453879,0.48637
1,21705175,0.54561
1,21992016,0.69106
1,22123142,0.96348
1,22279847,0.80434
1,22338107,0.22446
1,22369413,0.59695
1,22425345,0.89306
1,22446750,0.52986
1,22584903,0.46753
1,22792138,0.49253
1,22962093,0.5503
1,23041534,0.58393
1,23147121,0.52986
1,23246736,0.80519
1,23391913,0.59695
1,23561948,0.52986
1,23814920,0.58791
1,23904568,0.62063
1,24154959,0.51105
1,24297264,0.75368
1,24565748,0.38856
1,24611011,0.88593
1,24643305,0.19604
1,24685926,0.72486
1,24729115,0.86531
1,24816261,0.72486
1,25019562,0.72486
1,25114399,0.72486
1,25311369,0.29219
1,25358507,0.92909
1,25390596,0.60727
1,25465382,0.32916
1,25626349,0.83463
1,25675205,0.59695
1,25703053,0.60727
1,25794724,0.79116
1,25854967,0.85643
1,25928596,0.87122
1,25952266,0.79033
1,26041050,0.66016
1,26100753,0.74943
1,26204557,0.24228
1,26305441,0.77164
1,26329021,0.88422
1,26561841,0.48412
1,26607449,0.59695
1,26639178,0.71037
1,26704049,0.17913
1,26747534,0.96637
1,26824346,0.86711
1,26926537,0.58287
1,27034164,0.76405
1,27098957,0.05696
1,27230466,0.13341
1,27319719,0.0863
1,27486344,0.34274
1,27562614,0.4646
1,27641493,0.39278
1,27781076,0.86709
1,27904127,0.64154
1,28018669,0.44192
1,28041072,0.679
1,28154191,0.60884
1,28205896,0.54579
1,28238375,0.59695
1,28292204,0.60746
1,28349014,0.31046
1,28402659,0.65766
1,28477581,0.88468
1,28567716,0.92659
1,28625066,0.28958
1,28817299,0.65766
1,28841188,0.91836
1,28982389,0.66484
1,29141519,0.65766
1,29205531,0.80927
1,29238153,0.69522
1,29270116,0.93506
1,29470510,0.93361
1,29502546,0.89093
1,29550337,0.83491
1,29715237,0.50123
1,29852273,0.65766
1,29945598,0.83626
1,30066989,0.95478
1,30160150,0.35932
1,30222680,0.48055
1,30258610,0.92425
1,30401332,0.89493
1,30442329,0.87169
1,30490467,0.26687
1,30513781,0.49475
1,30530043,0.65107
1,30575401,0.98227
1,30900581,0.34343
1,31278484,0.98627
1,31367193,0.94754
1,31480079,0.76509
1,31735859,0.4441
1,31804544,0.80043
1,31855504,0.97467
1,31899713,0.8279
1,31963232,0.75362
1,31988179,0.26687
1,32009623,0.91347
1,32039264,0.24429
1,32099532,0.253
1,32139114,0.36244
1,32182609,0.8529
1,32253597,0.21806
1,32308595,0.81302
1,32357994,0.34173
1,32474967,0.85594
1,32557459,0.21503
1,32689784,0.88998
1,32722974,0.49715
1,32744066,0.83394
1,32803083,0.94968
1,32907963,0.75479
1,33067880,0.50844
1,33156545,0.71003
1,33203133,0.95385
1,33254055,0.85518
1,33299981,0.82088
1,33366518,0.03409
1,33441397,0.64376
1,33501463,0.20624
1,33557981,0.92841
1,33629363,0.43639
1,33652273,0.46274
1,33747039,0.39309
1,33791555,0.27428
1,33840560,0.6277
1,33861185,0.42162
1,33888966,0.76834
1,33980947,0.49543
1,34050470,0.92472
1,34143512,0.74518
1,34197502,0.59158
1,34406159,0.43033
1,34545797,0.59695
1,34616571,0.98525
1,34693033,0.70219
1,34809346,0.5582
1,34924874,0.36358
1,35249061,0.73602
1,35321449,0.17434
1,35374527,0.53734
1,35419697,0.83684
1,35658721,0.40069
1,35710797,0.23945
1,35821409,0.86222
1,35847759,0.94649
1,36041544,0.8661
1,36090860,0.81001
1,36114072,0.65428
1,36145075,0.56172
1,36300382,0.27075
1,36347594,0.45491
1,36420185,0.37486
1,36452277,0.48644
1,36523544,0.97564
1,36583766,0.4428
1,36617765,0.40278
1,36683395,0.82443
1,36708547,0.81195
1,36764795,0.48658
1,36786717,0.84874
1,36823412,0.44811
1,36847726,0.47465
1,36871319,0.9209
1,36962671,0.27233
1,36992932,0.57299
1,37037878,0.74433
1,37053946,0.56829
1,37086198,0.22566
1,37206666,0.18933
1,37237362,0.16123
1,37276870,0.28236
1,37316206,0.17938
1,37355026,0.24811
1,37384525,0.13797
1,37425915,0.80685
1,37452526,0.60199
1,37494944,0.93217
1,37532295,0.93361
1,37596589,0.82488
1,37628389,0.81198
1,37695663,0.87862
1,37728046,0.44748
1,37759422,0.43506
1,37882509,0.94709
1,37915052,0.84778
1,38000382,0.92714
1,38027910,0.66465
1,38064415,0.72997
1,38090469,0.2396
1,38133222,0.33125
1,38164659,0.34705
1,38191875,0.34705
1,38212681,0.36685
1,38235629,0.60504
1,38320262,0.36319
1,38360550,0.49566
1,38407658,0.45468
1,38438736,0.39723
1,38461485,0.75004
1,38517922,0.58919
1,38557327,0.86715
1,38600822,0.60261
1,38642722,0.94568
1,38747376,0.77733
1,38791329,0.70184
1,38839329,0.88623
1,38890432,0.85845
1,38991215,0.46615
1,39059282,0.80283
1,39085506,0.55632
1,39140734,0.54421
1,39225427,0.56299
1,39258554,0.95808
1,39280018,0.73976
1,39309715,0.93221
1,39333728,0.85073
1,39381297,0.85819
1,39405104,0.36777
1,39438340,0.8925
1,39646861,0.50173
1,39694318,0.97532
1,39770819,0.68943
1,39798890,0.17581
1,39902829,0.32779
1,39979488,0.27387
1,40014278,0.78184
1,40040347,0.93819
1,40092915,0.87749
1,40173679,0.30437
1,40218622,0.38953
1,40261579,0.22488
1,40288008,0.13737
1,40317959,0.25717
1,40359069,0.30228
1,40383855,0.20858
1,40427922,0.28618
1,40449654,0.18214
1,40482690,0.46352
1,40584802,0.1569
1,40615333,0.19728
1,40652161,0.43028
1,40710407,0.41485
1,40775244,0.19457
1,40878607,0.22685
1,40910831,0.27642
1,40936653,0.23214
1,40964222,0.10598
1,41020729,0.27649
1,41068135,0.25924
1,41099473,0.22024
1,41141330,0.27003
1,41176370,0.02058
1,41331273,0.16063
1,41361574,0.23871
1,41434481,0.46358
1,41463652,0.09556
1,41586720,0.69239
1,41786607,0.49369
1,41828455,0.35257
1,41908385,0.32485
1,41946239,0.46379
1,41969316,0.31417
1,42013575,0.26519
1,42067284,0.70487
1,42155458,0.50272
1,42255290,0.66999
1,42292513,0.36455
1,42337744,0.8414
1,42372540,0.65002
1,42417680,0.11173
1,42448605,0.39637
1,42469258,0.32483
1,42606583,0.60141
1,42838494,0.84553
1,42926060,0.94543
1,42965909,0.3282
1,42996883,0.90731
1,43043525,0.42279
1,43073364,0.66239
1,43128583,0.74519
1,43166682,0.84442
1,43193982,0.74554
1,43219027,0.96186
1,43240525,0.9812
1,43313817,0.79391
1,43384073,0.8279
1,43411717,0.35684
1,43438850,0.73598
1,43470524,0.73684
1,43509234,0.89382
1,43546615,0.96415
1,43632505,0.72855
1,43694104,0.8041
1,43812689,0.55624
1,43851078,0.77316
1,43903960,0.41357
1,43931909,0.7086
1,43971846,0.88356
1,44006187,0.52058
1,44086839,0.70063
1,44117573,0.82031
1,44210028,0.62642
1,44243447,0.29135
1,44276483,0.33667
1,44297292,0.32046
1,44323825,0.20086
1,44373187,0.47387
1,44405328,0.33242
1,44442390,0.1277
1,44486013,0.61785
1,44633514,0.56445
1,44673660,0.48513
1,44723768,0.67647
1,44860334,0.52871
1,44896742,0.81819
1,44937500,0.76485
1,44965732,0.73289
1,45006011,0.74009
1,45056798,0.74414
1,45082898,0.65161
1,45169738,0.98472
1,45198324,0.69716
1,45235552,0.6556
1,45269288,0.48374
1,45309459,0.19789
1,45347268,0.41875
1,45535684,0.91948
1,45577562,0.62006
1,45626060,0.92551
1,45661398,0.59923
1,45706109,0.30628
1,45728502,0.5955
1,45754481,0.63895
1,45893563,0.52322
1,45935654,0.78633
1,45965901,0.98298
1,46036919,0.43647
1,46103306,0.79894
1,46125766,0.52116
1,46166859,0.58102
1,46230017,0.62122
1,46337600,0.2543
1,46376169,0.79963
1,46542618,0.93736
1,46610204,0.94056
1,46662438,0.23037
1,46694829,0.12123
1,46745928,0.32471
1,46770056,0.17079
1,46798900,0.18796
1,46851639,0.48741
1,47064250,0.14033
1,47109955,0.17212
1,47187003,0.14711
1,47239868,0.06121
1,47245656,0.96433
1,47343692,0.35472
1,47383563,0.22074
1,47407070,0.2232
1,47417553,0.8638
1,47422654,0.30833
1,47428124,0.64659
1,47434861,0.75396
1,47462126,0.99681
1,47476910,0.6803
1,47478669,0.79268
1,47481216,0.98795
1,47492612,0.96433
1,47495955,0.28742
1,47500350,0.75477
1,47503665,0.92511
1,47516500,0.44381
1,47545922,0.92284
1,47549333,0.36074
1,47553127,0.91673
1,47559286,0.60605
1,47574690,0.99844
1,47607800,0.1448
1,47641758,0.34183
1,47643080,0.79863
1,47679835,0.88725
1,47709406,0.64767
1,47717883,0.62404
1,47732679,0.59848
1,47750313,0.73036
1,47767757,0.15895
1,47772417,0.67403
1,47816660,0.85949
1,47820464,0.42825
1,47891693,0.48182
1,47899030,0.95281
1,47904255,0.70209
1,47905859,0.45499
1,47919309,0.72494
1,47923081,0.9611
1,47928978,0.95414
1,47930513,0.8376
1,47937245,0.82058
1,47940391,0.99398
1,47942128,0.93907
1,47949955,0.9935
1,47951740,0.85182
1,47953183,0.72931
1,47964516,0.87017
1,47986978,0.91949
1,47989662,0.88895
1,47990887,0.93235
1,48003666,0.36374
1,48004686,0.82998
1,48006295,0.74508
1,48012742,0.72136
1,48031858,0.44838
1,48040514,0.4061
1,48078170,0.86321
1,48080399,0.88258
1,48105796,0.71181
1,48113694,0.16857
1,48115128,0.17218
1,48118228,0.23062
1,48121022,0.16954
1,48122318,0.62668
1,48123227,0.56558
1,48135067,0.5559
1,48171267,0.48792
1,48202617,0.8076
1,48203810,0.77614
1,48214169,0.52535
1,48216978,0.69667
1,48220485,0.77458
1,48222480,0.87561
1,48223770,0.42508
1,48226340,0.59884
1,48227312,0.44595
1,48268947,0.5877
1,48366292,0.56726
1,48374862,0.19057
1,48379472,0.11046
1,48415073,0.2554
1,48419228,0.18439
1,48476100,0.39882
1,48519558,0.12282
1,48546668,0.15173
1,48571035,0.40458
1,48593077,0.74872
1,48609048,0.598
1,48676304,0.02334
1,48682524,0.05252
1,48684677,0.05151
1,48686446,0.03165
1,48691400,0.11355
1,48716689,0.09631
1,48727937,0.16216
1,48729931,0.09586
1,48741524,0.22158
1,48751448,0.05292
1,48761529,0.02036
1,48780039,0.04227
1,48815840,0.64108
1,48817017,0.54756
1,48834329,0.27328
1,48835387,0.05109
1,48843821,0.44176
1,48850762,0.24312
1,48856422,0.72185
1,48859333,0.81995
1,48867791,0.50795
1,48871478,0.61305
1,48877939,0.84482
1,48880666,0.72859
1,48883609,0.34233
1,48927359,0.59988
1,48929070,0.21985
1,48930647,0.16044
1,48932018,0.21453
1,48941374,0.59571
1,48945063,0.90858
1,48960694,0.70686
1,48961982,0.84407
1,48964724,0.48972
1,48970081,0.76281
1,48976203,0.4819
1,48983842,0.81736
1,48991214,0.78803
1,48994432,0.71884
1,49042675,0.61716
1,49046949,0.89415
1,49049344,0.19668
1,49051009,0.92345
1,49054762,0.19793
1,49055756,0.11469
1,49058129,0.10932
1,49059190,0.16039
1,49060467,0.0951
1,49061531,0.24709
1,49065313,0.76242
1,49073795,0.68132
1,49074764,0.7917
1,49079144,0.30409
1,49094735,0.46681
1,49095861,0.39717
1,49097595,0.50563
1,49100734,0.17908
1,49131184,0.14476
1,49142360,0.6448
1,49148068,0.43954
1,49176585,0.64568
1,49178630,0.81537
1,49180782,0.9975
1,49186164,0.72819
1,49196486,0.71715
1,49201325,0.40986
1,49210094,0.24169
1,49225383,0.77422
1,49226272,0.88628
1,49242529,0.90097
1,49249064,0.63339
1,49254257,0.72452
1,49256107,0.95859
1,49262640,0.46923
1,49264734,0.43965
1,49283088,0.89008
1,49288415,0.28731
1,49298272,0.29245
1,49299765,0.72154
1,49313817,0.29862
1,49322369,0.6143
1,49349101,0.76906
1,49370195,0.88997
1,49371559,0.64317
1,49381645,0.67826
1,49394831,0.77336
1,49400361,0.99303
1,49405022,0.8826
1,49406876,0.76047
1,49414213,0.74754
1,49443113,0.5786
1,49445573,0.95595
1,49474051,0.52084
1,49476807,0.36225
1,49477693,0.38795
1,49497388,0.6637
1,49499867,0.65543
1,49523921,0.4923
1,49532926,0.98668
1,49555462,0.30401
1,49561866,0.32554
1,49562807,0.65631
1,49564591,0.25033
1,49565522,0.32301
1,49603884,0.90411
1,49605261,0.97842
1,49607164,0.74077
1,49609523,0.36511
1,49610766,0.92429
1,49612870,0.85962
1,49620773,0.34145
1,49636145,0.85674
1,49651786,0.92766
1,49732399,0.73891
1,49736212,0.86497
1,49741168,0.9604
1,49757231,0.98049
1,49767430,0.33215
1,49837935,0.77492
1,49878562,0.6343
1,49888773,0.77398
1,49910518,0.91282
1,49946843,0.37127
1,49953772,0.32149
1,49964556,0.28184
1,49974852,0.90313
1,50003168,0.16537
1,50052182,0.59695
1,50078206,0.23644
1,50098955,0.41117
1,50102969,0.21022
1,50142504,0.25746
1,50145148,0.34328
1,50158961,0.13786
1,50161979,0.34071
1,50164447,0.3851
1,50199056,0.90267
1,50206347,0.76355
1,50207464,0.93815
1,50215932,0.71622
1,50222028,0.85177
1,50225358,0.8603
1,50232374,0.87378
1,50250951,0.91676
1,50268147,0.94695
1,50269341,0.93324
1,50275355,0.87057
1,50277979,0.63117
1,50287274,0.99277
1,50289949,0.31274
1,50295635,0.79863
1,50298348,0.86747
1,50299407,0.74931
1,50301137,0.73676
1,50314134,0.54732
1,50323278,0.67816
1,50329494,0.5255
1,50331027,0.51576
1,50370380,0.84892
1,50382301,0.8837
1,50383428,0.86244
1,50387658,0.89262
1,50391496,0.99573
1,50418733,0.46541
1,50425311,0.62495
1,50440356,0.89016
1,50451035,0.70851
1,50453498,0.20043
1,50455130,0.79226
1,50464370,0.72655
1,50487009,0.84352
1,50504115,0.80989
1,50510585,0.73057
1,50513425,0.68622
1,50519169,0.90373
1,50521939,0.93904
1,50531224,0.41154
1,50545995,0.68591
1,50563271,0.9686
1,50572171,0.95266
1,50576284,0.80078
1,50589558,0.97445
1,50598634,0.97568
1,50601409,0.68114
1,50610980,0.92817
1,50630943,0.40398
1,50654766,0.89703
1,50673074,0.83962
1,50691395,0.50257
1,50699022,0.46885
1,50700924,0.3044
1,50725197,0.47528
1,50732887,0.42336
1,50740925,0.73547
1,50755552,0.35109
1,50797061,0.40194
1,50799740,0.20274
1,50814870,0.05507
1,50843782,0.01756
1,50857221,0.20877
1,50861576,0.02792
1,50871946,0.74889
1,50879752,0.36881
1,50892969,0.07567
1,50915180,0.07444
1,50919957,0.90289
1,50933723,0.12432
1,50945574,0.12566
1,50948213,0.36946
1,50954538,0.20167
1,50982643,0.56371
1,51006906,0.12334
1,51013843,0.31279
1,51054691,0.70791
1,51057198,0.10922
1,51062921,0.42795
1,51076574,0.08188
1,51087595,0.97069
1,51095669,0.18996
1,51101816,0.91715
1,51104398,0.02295
1,51105701,0.79859
1,51122319,0.05549
1,51133405,0.02247
1,51147675,0.27667
1,51151358,0.12796
1,51189118,0.67467
1,51203252,0.49773
1,51207814,0.24462
1,51215554,0.21634
1,51224777,0.22863
1,51269542,0.46014
1,51277810,0.85418
1,51287056,0.72839
1,51309036,0.17553
1,51365393,0.95564
1,51392814,0.77187
1,51408405,0.90593
1,51411738,0.29118
1,51492159,0.18834
1,51496560,0.69733
1,51500976,0.54901
1,51505243,0.73267
1,51530195,0.99771
1,51533430,0.59592
1,51550517,0.58816
1,51558983,0.61822
1,51564203,0.62311
1,51570091,0.87993
1,51589803,0.9895
1,51597474,0.53832
1,51612186,0.80492
1,51616976,0.79083
1,51619343,0.97621
1,51629974,0.8902
1,51640001,0.96808
1,51665711,0.22571
1,51675082,0.85038
1,51679468,0.38699
1,51681159,0.77905
1,51691145,0.87211
1,51706358,0.97115
1,51710507,0.21898
1,51717031,0.41344
